Iteration	Fold	Weighted accuracy	Unweighted accuracy
0	0	0.8544152744630071	0.8526315789473684
0	1	0.7534693877551021	0.8677248677248677
0	2	0.8687727825030377	0.8526315789473684
0	3	0.8792270531400966	0.8770053475935828
0	4	0.8053763440860215	0.8571428571428571
0	5	0.8002136752136753	0.7967914438502673
0	6	0.8129722921914357	0.8594594594594595
0	7	0.8455730954015099	0.8457446808510638
0	8	0.8587819947043248	0.8186813186813187
0	9	0.8285181733457595	0.8773006134969326
1	0	0.8133198789101918	0.8631578947368421
1	1	0.5503062117235346	0.8415300546448088
1	2	0.6816479400749064	0.8412698412698413
1	3	0.8536009445100354	0.8783068783068783
1	4	0.9698097601323408	0.8279569892473119
1	5	0.9121338912133892	0.8674033149171271
1	6	0.895959595959596	0.8776595744680851
1	7	0.7992307692307692	0.8457446808510638
1	8	0.9417535254445125	0.88268156424581
1	9	0.7948571428571428	0.7941176470588235
2	0	0.8764940239043825	0.8804347826086957
2	1	0.8597464342313788	0.9021739130434783
2	2	0.8072502210433244	0.8670212765957447
2	3	0.8960205391527599	0.8722222222222222
2	4	0.7321772639691715	0.8148148148148148
2	5	0.7382230172927847	0.824468085106383
2	6	0.7709844559585493	0.8031914893617021
2	7	0.8609904430929627	0.8609625668449198
2	8	0.892136681762042	0.851063829787234
2	9	0.8828193832599119	0.8682634730538922
3	0	0.6524633821571239	0.7967914438502673
3	1	0.74079874706343	0.8518518518518519
3	2	0.7918340026773761	0.8473684210526315
3	3	0.8994668697638994	0.8157894736842105
3	4	0.9171597633136095	0.8626373626373627
3	5	0.8351012536162006	0.824468085106383
3	6	0.9222520107238605	0.8972972972972973
3	7	0.8753229974160207	0.8877005347593583
3	8	0.9507972665148063	0.8693181818181818
3	9	0.675764192139738	0.9230769230769231
4	0	0.7429305912596401	0.8421052631578947
4	1	0.8418657565415245	0.8578947368421053
4	2	0.9309727471653073	0.8148148148148148
4	3	0.8830823737821081	0.8716577540106952
4	4	0.8858603066439523	0.8571428571428571
4	5	0.8701570680628272	0.8829787234042553
4	6	0.8640533778148457	0.8370786516853933
4	7	0.8410094637223975	0.8670212765957447
4	8	0.5659630606860159	0.8666666666666667
4	9	0.855072463768116	0.8780487804878049

tokseq	label	cv_label	cv_count	corpus_count	cv_predicted[0]	cv_predicted[1]
('HLA-DR/IRF8/CEBPA',)	molecular signature	molecular signature	5	1	5	0
('Monocyte/conventional',)	None	None	0	2	0	0
('Mo/conventional',)	None	None	0	2	0	0
('Monocyte/conventional', '/Dendritic')	None	None	0	0	0	0
('Mo/conventional', 'DC')	None	None	0	0	0	0
('Mo/conventional', '/Dendritic')	None	None	0	0	0	0
('CD11c/CD172ab/CD14',)	molecular signature	molecular signature	5	1	5	0
('Ly6C+',)	molecular signature	molecular signature	5	1	5	0
('IRF8/HLA-DR/CD84/CD172ab',)	molecular signaling	molecular signature	5	1	0	5
('CNS-associated',)	None	None	0	1	0	0
('each',)	None	None	0	2	0	0
('proliferative',)	developmental	developmental	5	10	5	0
('MSCs',)	None	None	0	5	0	0
('RG',)	None	None	0	1	0	0
('tap',)	None	None	0	1	0	0
('aNSCs',)	None	None	0	1	0	0
('GE',)	None	None	0	1	0	0
('NBs',)	None	None	0	1	0	0
('GE', 'NBs')	None	None	0	0	0	0
('oligoprogenitor',)	None	None	0	1	0	0
('PreM-ODCs',)	None	None	0	1	0	0
('pre-myelinating',)	None	None	0	1	0	0
('INs',)	None	None	0	1	0	0
('ImStNeurons',)	None	None	0	1	0	0
('Myeloid-DSCs',)	None	None	0	1	0	0
('hSCs',)	None	None	0	1	0	0
('SC',)	None	None	0	5	0	0
('Mgk/erythroid',)	None	None	0	1	0	0
('GP38',)	molecular signature	None	0	0	0	0
('GP38', '+')	molecular signature	molecular signature	5	1	5	0
('Ly6a+',)	molecular signature	molecular signature	5	2	5	0
('Rarres2', '+')	molecular signature	molecular signature	5	1	5	0
('Aldh1a2', '+')	molecular signature	None	0	0	0	0
('+', 'Ccl19')	molecular signature	None	0	0	0	0
('Ccl19', '+')	molecular signature	None	0	0	0	0
('Aldh1a2', '+', 'Ccl19')	molecular signature	molecular signature	5	1	5	0
('+', 'Ccl19', '+')	molecular signature	None	0	0	0	0
('Fth1', '+')	molecular signature	molecular signature	5	1	5	0
('nodular',)	appearance	appearance	5	1	5	0
('ACTA2low',)	molecular signature	molecular signature	5	2	5	0
('CD82highOX40L+',)	molecular signature	molecular signature	5	2	5	0
('UCB-hematopoietic',)	None	None	0	1	0	0
('inducible',)	None	None	0	5	0	0
('Tcm',)	None	None	0	4	0	0
('gamma', '_')	molecular signaling	variant	2	1	2	3
('_',)	None	None	0	2	0	0
('B', '_')	None	None	0	0	0	0
('CD4+CD45RA+',)	molecular signature	molecular signature	5	2	5	0
('CD4+CD45RO+',)	molecular signature	molecular signature	5	2	5	0
('CD4+CD45RA+CD27',)	molecular signature	None	0	0	0	0
('CD4+CD45RA+CD27', '+')	molecular signature	molecular signature	5	1	5	0
('CD4+CD45RA-CD27',)	molecular signature	molecular signature	5	1	5	0
('CD4+CD45RA-CD27-',)	molecular signature	molecular signature	5	1	5	0
('new',)	None	None	0	3	0	0
('new', 'teff')	None	None	0	0	0	0
('baseline',)	None	None	0	3	0	0
('pmMicroglia',)	None	None	0	2	0	0
('proliferation-mediating',)	None	None	0	2	0	0
('maMicroglia',)	None	None	0	2	0	0
('monocyte-activating',)	None	None	0	2	0	0
('disease-associated',)	None	None	0	2	0	0
('injury',)	None	None	0	2	0	0
('elMicroglia',)	None	None	0	1	0	0
('embryonic-like',)	None	None	0	1	0	0
('pvMacrophages',)	None	None	0	1	0	0
('mdMacrophages',)	None	None	0	1	0	0
('imB-cells',)	None	None	0	1	0	0
('pimMicroglia',)	None	None	0	1	0	0
('postnatal',)	developmental	developmental	5	4	5	0
('immediate',)	None	None	0	2	0	0
('genes+Microglia',)	None	None	0	1	0	0
('sMicroglia',)	None	None	0	1	0	0
('s-phase',)	None	None	0	1	0	0
('proliferative-region-associated',)	None	None	0	1	0	0
('acpMacrophages',)	None	None	0	1	0	0
('cpEpithelial',)	None	None	0	1	0	0
('bone-resident',)	None	None	0	1	0	0
('Vessel-associated',)	anatomical	anatomical	5	1	5	0
('bona',)	None	None	0	1	0	0
('fide',)	None	None	0	1	0	0
('bona', 'fide')	None	None	0	0	0	0
('PD1hi',)	molecular signature	None	0	0	0	0
('PD1hi', 'Tfh')	molecular signature	molecular signature	5	1	5	0
('CD20hi',)	molecular signature	None	0	0	0	0
('CD20hi', 'Ki67hi')	molecular signature	molecular signature	5	1	5	0
('not',)	state	state	5	1	5	0
('old',)	developmental	developmental	5	1	5	0
('IL-17',)	molecular signaling	molecular signaling	5	3	5	0
('obese',)	None	None	0	0	0	0
('obese', 'Adipose-derived')	None	None	0	1	0	0
('D1-expressing',)	None	None	0	1	0	0
('D2-spiny',)	None	None	0	1	0	0
('membrane-Multilineage-differentiating',)	None	None	0	1	0	0
('stress-enduring',)	None	None	0	1	0	0
('membrane-Multilineage-differentiating', 'stress-enduring')	None	None	0	0	0	0
('osteoclastic',)	lineage	root	5	1	0	5
('subset',)	None	None	0	6	0	0
('microenvironment',)	None	None	0	5	0	0
('component',)	None	None	0	3	0	0
('microenvironment', 'component')	None	None	0	0	0	0
('neurogenic',)	lineage	anatomical	2	6	0	5
('chronic',)	None	None	0	2	0	0
('M2-Tumor-associated',)	None	None	0	2	0	0
('chatter',)	None	None	0	2	0	0
('CD44low',)	molecular signature	None	0	0	0	0
('CD62L-',)	molecular signature	None	0	0	0	0
('CD44low', 'CD62L-')	molecular signature	molecular signature	5	1	5	0
('MicroVascular',)	None	None	0	1	0	0
('neurotoxic',)	None	None	0	1	0	0
('phenotype',)	None	None	0	4	0	0
('A1', 'neurotoxic')	None	None	0	0	0	0
('neurotoxic', 'phenotype')	None	None	0	0	0	0
('A1', 'neurotoxic', 'phenotype')	None	None	0	0	0	0
('thermogenic',)	None	None	0	1	0	0
('most',)	None	None	0	1	0	0
('these',)	None	None	0	1	0	0
('highly',)	None	None	0	2	0	0
('gene-expressing',)	None	None	0	1	0	0
("'", 'highly')	None	None	0	0	0	0
('balanced',)	None	None	0	1	0	0
('osteochondrogenic',)	None	None	0	2	0	0
('chondrogenic',)	role	lineage	5	4	0	5
('PBMC_SLE',)	None	None	0	1	0	0
('systemic',)	anatomical	anatomical	5	2	5	0
('lupus',)	disease	appearance	5	2	0	5
('erythematosus-peripheral',)	None	None	0	1	0	0
('syndrome',)	disease	disease	5	3	5	0
('ME/Chronic', 'fatigue')	disease	eponym	5	2	0	5
('LT-haematopoietic',)	None	None	0	2	0	0
('granulocyte-monocyte',)	lineage	lineage	5	4	5	0
('/multipotent',)	None	None	0	2	0	0
('Brain-infiltrating',)	anatomical	anatomical	4	2	4	1
('alphabeta',)	None	None	0	3	0	0
('stromal/stem',)	lineage	lineage	5	5	5	0
('CD8alpha+',)	molecular signature	molecular signature	5	1	5	0
('killer-T',)	role	role	5	2	5	0
('osteochondral',)	anatomical	anatomical	5	3	5	0
('2+MHC-IIhigh',)	molecular signature	molecular signature	5	2	5	0
('C-C', 'chemokine')	molecular signaling	role	5	2	0	5
('glioblastoma',)	disease	disease	5	10	5	0
('bi-potent',)	developmental	molecular signature	4	1	1	4
('cTECs',)	None	None	0	1	0	0
('CDPs',)	None	None	0	1	0	0
('cells-restricted',)	None	None	0	1	0	0
('pre-Conventional',)	None	None	0	1	0	0
('synaptotagmin',)	molecular signaling	molecular signaling	5	1	5	0
('parenchymal',)	anatomical	anatomical	5	3	5	0
('high-RNA',)	None	None	0	1	0	0
('methylation',)	None	None	0	1	0	0
('regulators-',)	None	None	0	1	0	0
('high-RNA', 'methylation')	None	None	0	0	0	0
('methylation', 'regulators-')	None	None	0	0	0	0
('high-RNA', 'methylation', 'regulators-')	None	None	0	0	0	0
('MFs',)	None	None	0	1	0	0
('mDC1s',)	None	None	0	1	0	0
('CD11cHiMDC',)	molecular signature	molecular signature	5	1	5	0
('recruit',)	None	None	0	2	0	0
('DRAC+',)	molecular signature	molecular signature	5	1	5	0
('LT-Hematopoietic',)	None	None	0	1	0	0
('drac',)	None	None	0	1	0	0
('CD82/KAI1-binding',)	None	None	0	1	0	0
('partner',)	role	role	5	1	5	0
('CD169', '+')	molecular signature	molecular signature	5	1	5	0
('LSKs',)	None	None	0	1	0	0
('NKT10',)	role	role	5	1	5	0
('CD133+CD45RA-CD34',)	None	None	0	1	0	0
('CD133+CD45RA+CD34',)	None	None	0	1	0	0
('CD133-CD45RA-CD34',)	None	None	0	1	0	0
('lympho-myeloid',)	lineage	lineage	5	3	5	0
('primed',)	None	None	0	3	0	0
('CMPs',)	None	None	0	1	0	0
('erythro-myeloid',)	None	None	0	2	0	0
('CD133',)	molecular signature	molecular signature	5	1	5	0
('IgE-antibody',)	None	None	0	3	0	0
('IgE', 'IgE-antibody')	None	None	0	0	0	0
('IgE-antibody', 'secreting')	None	None	0	0	0	0
('IgE', 'IgE-antibody', 'secreting')	None	None	0	0	0	0
('extrafollicular',)	anatomical	anatomical	5	5	5	0
('IgD+',)	molecular signature	molecular signature	5	6	5	0
('polyp',)	appearance	appearance	5	3	5	0
('IgD-only',)	molecular signature	None	0	0	0	0
('class-switched', 'IgD-only')	molecular signature	molecular signature	5	1	5	0
('mutate',)	disease	state	5	1	0	5
('IgD', 'IgE-antibody')	None	None	0	1	0	0
('IgD', 'IgE-antibody', 'secreting')	None	None	0	0	0	0
('alpha-Syn', 'positive')	molecular signature	molecular signature	5	1	5	0
('clusters-T0',)	None	None	0	2	0	0
('clusters-T2',)	None	None	0	2	0	0
('atretic', 'clusters-T0')	None	None	0	0	0	0
('fibrosis',)	None	None	0	1	0	0
('cystic', 'fibrosis')	None	None	0	0	0	0
('triple', 'positive')	molecular signature	molecular signature	5	2	5	0
('CD11b',)	molecular signature	molecular signature	5	2	5	0
('KL',)	None	None	0	1	0	0
('c-Kit+Lin-',)	molecular signature	molecular signature	5	1	5	0
('c-Kit+Sca-1+Lin-',)	molecular signature	molecular signature	5	2	5	0
('kaposi',)	eponym	eponym	5	1	5	0
('sarcoma',)	disease	disease	5	3	5	0
('herpesviruse',)	None	None	0	1	0	0
('infect',)	disease	disease	5	1	5	0
('CD20', '+')	molecular signature	molecular signature	5	1	5	0
('CD20-',)	None	None	0	1	0	0
('non-classic',)	variant	variant	5	1	5	0
('Erythro-Megakaryo',)	None	None	0	1	0	0
('CD38lo',)	molecular signature	molecular signature	5	1	5	0
('stem/progenitors',)	None	None	0	1	0	0
('MPPs',)	None	None	0	1	0	0
('BPs',)	None	None	0	1	0	0
('Cort+',)	molecular signature	molecular signaling	5	1	0	5
('periodontal',)	anatomical	anatomical	5	6	5	0
('activated/memory',)	None	None	0	1	0	0
('pre-Botzinger',)	None	None	0	1	0	0
('complex',)	None	None	0	1	0	0
('pre-Botzinger', 'complex')	None	None	0	0	0	0
('RBCs',)	None	None	0	2	0	0
('alpha-retinal',)	None	None	0	1	0	0
('ECs',)	None	None	0	8	0	0
('glioma',)	disease	disease	5	6	5	0
('parvalbumin-expressing',)	None	None	0	1	0	0
('proenkephalin-expressing',)	None	None	0	1	0	0
('non-VIPin',)	None	None	0	1	0	0
('non-Vasoactive',)	None	None	0	1	0	0
('polypeptide',)	None	None	0	3	0	0
('VIPin',)	None	None	0	1	0	0
('Hormone-producing',)	None	None	0	1	0	0
('non-hormonal',)	None	None	0	1	0	0
('sIgM+CD11b+CD5',)	molecular signature	None	0	0	0	0
('sIgM+CD11b+CD5', '+')	molecular signature	molecular signature	5	1	5	0
('cDCs',)	None	None	0	2	0	0
('self-renewing',)	None	None	0	3	0	0
('neuro-epithelial-like',)	None	None	0	1	0	0
('Long-term', 'self-renewing')	None	None	0	0	0	0
('self-renewing', 'neuro-epithelial-like')	None	None	0	0	0	0
('Long-term', 'self-renewing', 'neuro-epithelial-like')	None	None	0	0	0	0
('Neuro-Epithelial-like',)	None	None	0	1	0	0
('long-term', 'self-renewing')	None	None	0	0	0	0
('self-renewing', 'Neuro-Epithelial-like')	None	None	0	0	0	0
('long-term', 'self-renewing', 'Neuro-Epithelial-like')	None	None	0	0	0	0
('basic',)	None	None	0	2	0	0
('CjS',)	None	None	0	1	0	0
('EcS',)	None	None	0	2	0	0
('EmS',)	None	None	0	1	0	0
('endocervical',)	None	None	0	3	0	0
('mel',)	None	None	0	2	0	0
('cort',)	None	None	0	1	0	0
('gona',)	None	None	0	1	0	0
('spinoparabrachial',)	appearance	appearance	5	3	5	0
('Wide-dynamic',)	None	None	0	0	0	0
('wide-dynamic', 'range')	stimulus	stimulus	5	1	5	0
('Wide-dynamic', 'range')	None	None	0	4	0	0
('threshold',)	None	None	0	4	0	0
('Low-Threshold',)	None	None	0	1	0	0
('gammadeltaT17',)	None	None	0	1	0	0
('tolerogenic',)	role	role	5	3	5	0
('pancreas', 'alpha')	None	None	0	0	0	0
('ighv',)	None	None	0	1	0	0
('gene-mutated',)	None	None	0	1	0	0
('ighv', 'gene-mutated')	None	None	0	0	0	0
('CD27+/IGHD-(IgD)/IGHM-(IgM',)	molecular signature	molecular signature	5	1	5	0
('long-lived',)	developmental	developmental	5	4	5	0
('short-lived',)	developmental	state	5	1	0	5
('mature-naive',)	None	None	0	1	0	0
('LN',)	None	None	0	1	0	0
('Cxcl12-expressing',)	molecular signature	molecular signature	5	1	5	0
('CD34+podoplanin+',)	None	None	0	1	0	0
('syncytiotrophoblast-I',)	None	None	0	2	0	0
('SMG',)	None	None	0	1	0	0
('pnec',)	None	None	0	1	0	0
('CC',)	None	None	0	2	0	0
('Pre-"small',)	None	None	0	0	0	0
('Pre-"small', '"')	None	None	0	1	0	0
('premature',)	developmental	developmental	5	2	5	0
('IM',)	None	None	0	2	0	0
('GCBs',)	None	None	0	1	0	0
('germinal-centre',)	None	None	0	1	0	0
('PBs',)	None	None	0	1	0	0
('Cd4',)	molecular signature	None	0	0	0	0
('Cd4', '+')	molecular signature	molecular signature	5	1	5	0
('Cd4', '+', 'Ts')	molecular signature	molecular signature	5	1	5	0
('Cd8',)	molecular signature	None	0	0	0	0
('Cd8', '+')	molecular signature	molecular signature	5	1	5	0
('Cd8', '+', 'Ts')	molecular signature	molecular signature	5	1	5	0
('NTPs',)	None	None	0	1	0	0
('kolliker',)	anatomical	eponym	5	7	0	5
('deiter', "'")	eponym	eponym	5	4	5	0
('tectal',)	None	None	0	1	0	0
('sulcus',)	anatomical	appearance	5	1	0	5
('inner', 'sulcus')	anatomical	molecular signaling	3	3	0	5
('HSCs',)	None	None	0	3	0	0
('CD20+CD27+CD43+CD70-',)	molecular signature	molecular signature	5	1	5	0
('CD20+CD38hi',)	molecular signature	molecular signature	5	1	5	0
('CD19+CD20+CD27+CD43+CD38lo/int',)	molecular signature	molecular signature	5	1	5	0
('lack',)	state	state	5	2	5	0
('CD3',)	molecular signature	molecular signature	5	4	5	0
('dorsomedial',)	None	None	0	2	0	0
('IFN-endothelial',)	molecular signaling	molecular signaling	5	4	5	0
('MF',)	None	None	0	2	0	0
('cec',)	None	None	0	1	0	0
('Angio-IFN-endothelial',)	None	None	0	1	0	0
('Pro-IFN-endothelial',)	None	None	0	1	0	0
('IFN-IFN-endothelial',)	None	None	0	1	0	0
('interferon',)	molecular signaling	molecular signaling	5	2	5	0
('cvec',)	None	None	0	1	0	0
('aec',)	None	None	0	1	0	0
('low-density',)	None	None	0	1	0	0
('ery',)	None	None	0	1	0	0
('My',)	None	None	0	1	0	0
('MK',)	None	None	0	1	0	0
('gran',)	None	None	0	1	0	0
('CD11b+CD33',)	molecular signature	None	0	0	0	0
('CD11b+CD33', '+')	molecular signature	molecular signature	5	1	5	0
('erythroblast-like',)	None	None	0	1	0	0
('cholecystokinin',)	molecular signaling	None	0	0	0	0
('cholecystokinin', 'positive')	molecular signature	molecular signature	5	1	5	0
('CCKBC',)	molecular signaling	molecular signaling	5	1	5	0
('PVBC',)	None	None	0	2	0	0
('AxoAxonic',)	None	None	0	1	0	0
('AA',)	None	None	0	1	0	0
('BS',)	None	None	0	1	0	0
('schaffer',)	eponym	eponym	5	1	5	0
('collateral',)	None	None	0	1	0	0
('sca',)	None	None	0	1	0	0
('NG',)	None	None	0	1	0	0
('Granulocyte-Monocyte',)	None	None	0	2	0	0
('IPhC',)	None	None	0	2	0	0
('DC1/2',)	None	None	0	1	0	0
('row',)	None	None	0	2	0	0
('DC3',)	None	None	0	1	0	0
('HeC',)	None	None	0	1	0	0
('osc',)	None	None	0	2	0	0
('outer', 'sulcus')	anatomical	appearance	5	2	0	5
('IdC',)	None	None	0	1	0	0
('L.Kolliker',)	eponym	None	0	0	0	0
('L.Kolliker', "'s")	eponym	eponym	5	1	5	0
('M.Kolliker',)	eponym	None	0	0	0	0
('M.Kolliker', "'s")	eponym	eponym	5	1	5	0
('OC90',)	molecular signature	molecular signaling	4	1	1	4
('OC90', '+')	molecular signature	molecular signature	5	2	5	0
('burst',)	appearance	appearance	5	1	5	0
('BFU-E',)	None	None	0	1	0	0
('CFU-E',)	None	None	0	1	0	0
('erythroblastic',)	lineage	root	5	1	0	5
('nascent',)	developmental	developmental	5	1	5	0
('cortical-projecting',)	anatomical	anatomical	5	2	5	0
('striatum-projecting',)	anatomical	anatomical	4	2	4	1
('M1-projecting',)	None	None	0	1	0	0
('ventrolateral',)	None	None	0	1	0	0
('pre-thymic',)	None	None	0	1	0	0
('thymus-seeding',)	None	None	0	2	0	0
('endothelial-like',)	None	None	0	2	0	0
('VIC-like',)	None	None	0	1	0	0
('HPSC-derived',)	lineage	lineage	3	1	3	2
('pre-valvular',)	anatomical	anatomical	5	1	5	0
('CD8-',)	molecular signature	molecular signature	5	1	5	0
('Tr',)	None	None	0	1	0	0
('MN',)	None	None	0	2	0	0
('D1-medium',)	None	None	0	1	0	0
('D2-D1-medium',)	None	None	0	2	0	0
('D1-D1-medium',)	None	None	0	2	0	0
('VPGlutamate',)	None	None	0	1	0	0
('pallidum',)	anatomical	anatomical	5	2	5	0
('intraperitoneal',)	anatomical	anatomical	5	1	5	0
('ImmN',)	None	None	0	1	0	0
('liv',)	None	None	0	1	0	0
('IN',)	None	None	0	1	0	0
('astro',)	None	None	0	1	0	0
('CGC',)	None	None	0	1	0	0
('cycle',)	None	None	0	1	0	0
('epend',)	None	None	0	1	0	0
('peri',)	anatomical	anatomical	5	2	5	0
('intrinsic',)	None	None	0	1	0	0
('secretomotor/vasodilator',)	molecular signaling	molecular signaling	5	1	5	0
('receptor-expressing',)	molecular signature	molecular signature	5	4	5	0
('D1-MSNs',)	None	None	0	2	0	0
('accumben', 'D1-MSNs')	None	None	0	1	0	0
('D2-MSNs',)	None	None	0	2	0	0
('CD4_Tn',)	molecular signature	molecular signature	5	1	5	0
('CD8_Tem',)	None	None	0	1	0	0
('CTL',)	None	None	0	2	0	0
('FO_B',)	None	None	0	1	0	0
('mregDC',)	None	None	0	1	0	0
('entericglial',)	None	None	0	1	0	0
('Endo_lymphatic',)	None	None	0	1	0	0
('myof',)	None	None	0	1	0	0
('Epi_colon',)	anatomical	anatomical	5	1	5	0
('Goblet_T',)	None	None	0	1	0	0
('Goblet_N',)	None	None	0	1	0	0
('McDC',)	None	None	0	1	0	0
('anorexigenic',)	None	None	0	1	0	0
('PSTNTac1',)	molecular signaling	molecular signaling	5	1	5	0
('PSTNCRH',)	molecular signaling	molecular signaling	5	1	5	0
('parasubthalamic',)	anatomical	molecular signaling	5	1	0	5
('glast', '+')	molecular signature	molecular signature	5	1	5	0
('CD27',)	None	None	0	1	0	0
('marker',)	None	None	0	1	0	0
('CD11c+',)	molecular signature	molecular signature	5	3	5	0
('AM2',)	None	None	0	2	0	0
('NPC',)	None	None	0	1	0	0
('mutant',)	None	None	0	1	0	0
('mitotic',)	None	None	0	9	0	0
('M-OPC',)	None	None	0	1	0	0
('mfol',)	None	None	0	1	0	0
('myelin-forming',)	role	lineage	5	1	0	5
('nfol',)	None	None	0	1	0	0
('mol',)	None	None	0	1	0	0
('PVM',)	None	None	0	1	0	0
('tec',)	None	None	0	2	0	0
('endoneurial',)	anatomical	anatomical	5	1	5	0
('postganglionic',)	molecular signaling	molecular signaling	5	1	5	0
('zuckerkandl',)	eponym	eponym	5	1	5	0
('Foxp3+CD25',)	molecular signature	None	0	0	0	0
('Foxp3+CD25', '+')	molecular signature	molecular signature	5	1	5	0
('Foxp3+Helios+',)	molecular signature	molecular signature	5	1	5	0
('Foxp3+CD25+CD45RA+',)	molecular signature	molecular signature	5	1	5	0
('Foxp3+Helios+CD45RA+',)	molecular signature	molecular signature	5	1	5	0
('Foxp3+CD25+CD45RO+',)	molecular signature	molecular signature	5	1	5	0
('Foxp3+Helios+CD45RO+',)	molecular signature	molecular signature	5	2	5	0
('Deep-layer',)	None	None	0	2	0	0
('entorhinal',)	anatomical	anatomical	5	2	5	0
('promyelocytic',)	None	None	0	1	0	0
('zinc',)	None	None	0	1	0	0
('finger',)	anatomical	anatomical	5	1	5	0
("Protein'+",)	None	None	0	1	0	0
("'", 'promyelocytic')	None	None	0	0	0	0
('prophase',)	developmental	developmental	5	1	5	0
('leptotene',)	None	None	0	1	0	0
('pachytene',)	developmental	root	5	2	0	5
('CD103', '+')	molecular signature	molecular signature	5	4	5	0
('memory-like',)	None	None	0	4	0	0
('T-like',)	None	None	0	5	0	0
('memory-like', 'T')	None	None	0	0	0	0
('signature',)	None	None	0	4	0	0
('exhausted', 'T')	None	None	0	0	0	0
('Inducer)Cytolytic',)	None	None	0	1	0	0
(':',)	None	None	0	2	0	0
('Inducer)Cytolytic', ':')	None	None	0	0	0	0
('cDC3',)	None	None	0	1	0	0
('reparative',)	None	None	0	1	0	0
('reparative', '"')	None	None	0	0	0	0
('chondrocyte-like',)	None	None	0	3	0	0
('tenocyte-like',)	None	None	0	2	0	0
('urocortin',)	molecular signaling	None	0	0	0	0
('3-positive',)	molecular signature	None	0	0	0	0
('urocortin', '3-positive')	molecular signature	molecular signature	5	1	5	0
('CRFR2-positive',)	molecular signature	molecular signature	5	1	5	0
('GZMA+CD8',)	molecular signature	None	0	0	0	0
('GZMA+CD8', '+')	molecular signature	None	0	0	0	0
('GZMA+CD8', '+', 'T')	molecular signature	molecular signature	5	1	5	0
('OEx',)	molecular signature	anatomical	5	1	0	5
('Pitx1',)	molecular signature	molecular signaling	5	1	0	5
('GM-dendritic',)	None	None	0	2	0	0
('GM-Macs',)	None	None	0	1	0	0
('CD11b-',)	molecular signature	molecular signature	5	1	5	0
('CD11b+',)	molecular signature	molecular signature	5	4	5	0
('vascular-associated',)	anatomical	anatomical	5	1	5	0
('neurovascular',)	anatomical	anatomical	5	2	5	0
('SMC',)	None	None	0	2	0	0
('CapEC',)	None	None	0	1	0	0
('aEC',)	None	None	0	1	0	0
('vEC',)	None	None	0	1	0	0
('bam',)	None	None	0	2	0	0
('border-associated',)	None	None	0	1	0	0
('streak',)	appearance	appearance	5	5	5	0
('NKX2',)	molecular signature	None	0	0	0	0
('1GFP+',)	molecular signature	None	0	0	0	0
('NKX2', '-', '1GFP+')	molecular signature	molecular signature	5	1	5	0
('N-methyltransferase+',)	molecular signature	None	0	0	0	0
('subpopulation',)	None	None	0	3	0	0
('phenylethanolamine', 'N-methyltransferase+')	molecular signature	molecular signature	5	3	5	0
('phenylethanolamine',)	None	None	0	1	0	0
('N-methyltransferase-',)	None	None	0	1	0	0
('phenylethanolamine', 'N-methyltransferase-')	None	None	0	0	0	0
('hSC-cardiomyocytes',)	None	None	0	1	0	0
('CD64', '+')	molecular signature	molecular signature	5	2	5	0
('CD10loCD64', '+')	molecular signature	molecular signature	5	1	5	0
('D-stellate',)	None	None	0	4	0	0
('tuberculoventral',)	None	None	0	2	0	0
('T-stellate',)	None	None	0	2	0	0
('M-phage',)	None	None	0	2	0	0
('mitotic', 'tem')	None	None	0	0	0	0
('2-cell',)	None	None	0	1	0	0
('8-cell',)	developmental	root	5	4	0	5
('Ahr-/-',)	molecular signature	molecular signature	5	3	5	0
('Ahr+/+',)	molecular signature	molecular signature	5	2	5	0
('Ahr+/+', '2-cell')	molecular signature	molecular signature	5	1	5	0
('Ahr+/+-2,3,7,8-tetrachlorodibenzo-p-dioxin',)	molecular signature	molecular signature	5	1	5	0
('Ahr+/+-2,3,7,8-tetrachlorodibenzo-p-dioxin', '4-cell')	molecular signature	molecular signature	5	1	5	0
('population',)	None	None	0	5	0	0
('cellular',)	None	None	0	2	0	0
('TCs',)	None	None	0	2	0	0
('HOPX+',)	molecular signature	None	0	0	0	0
('Occludin+',)	molecular signature	None	0	0	0	0
('HOPX+', 'Occludin+')	molecular signature	molecular signature	5	1	5	0
('Dermo1',)	molecular signature	None	0	0	0	0
('Dermo1', '+')	molecular signature	molecular signature	5	2	5	0
('TFH',)	molecular signature	molecular signature	5	7	5	0
('pre-TFH',)	None	None	0	2	0	0
('Pre-TFH',)	None	None	0	1	0	0
('Ag-specific',)	None	None	0	1	0	0
('monocytic/phagocytic',)	None	None	0	1	0	0
('dM',)	None	None	0	1	0	0
('dP',)	None	None	0	1	0	0
('dS',)	None	None	0	1	0	0
('epi',)	None	None	0	1	0	0
('FB',)	None	None	0	1	0	0
('HB',)	None	None	0	1	0	0
('CTBs',)	None	None	0	1	0	0
('STR',)	molecular signaling	molecular signaling	3	1	3	2
('Ly6Cint',)	molecular signature	None	0	0	0	0
('Ly6Cint', 'restorative')	molecular signature	molecular signature	5	1	5	0
('CD11b+', 'F4/80int')	molecular signature	None	0	0	0	0
('F4/80int', 'CD11c-')	molecular signature	None	0	0	0	0
('F4/80int', 'CD11c-', 'CD64')	molecular signature	molecular signature	5	1	5	0
('CD11c-', 'CD64', '+')	molecular signature	None	0	0	0	0
('hPGCs',)	None	None	0	1	0	0
